#古籍字	Unicode	序号
筊	07B4A	04437
角	089D2	04438
佼	04F7C	04439
狡	072E1	04440
捁	06341	04441
晈	06648	04442
烄	070C4	04443
皎	0768E	04444
脚	0811A	04445
䘨	04628	04446
湫	06E6B	04447
絞	07D5E	04448
敫	0656B	04449
腳	08173	04450
剿	0527F	04451
勦	052E6	04452
摷	06477	04453
鉸	09278	04454
撟	0649F	04455
劋	0528B	04456
儌	0510C	04457
敿	0657F	04458
璬	074AC	04459
曒	066D2	04460
矯	077EF	04461
蟜	087DC	04462
皦	076A6	04463
䚩	046A9	04464
譑	08B51	04465
孂	05B42	04466
攪	0652A	04467
鱎	09C4E	04468
叫	053EB	04469
𡥈	21948	04470
挍	0630D	04471
訆	08A06	04472
珓	073D3	04473
校	06821	04474
悎	0608E	04475
窌	07A8C	04476
教	06559	04477
窖	07A96	04478
滘	06ED8	04479
斠	065A0	04480
酵	09175	04481
𠻘	20ED8	04482
嘂	05602	04483
餃	09903	04484
噍	0564D	04485
嶠	05DA0	04486
潐	06F50	04487
噭	0566D	04488
𥡱	25871	04489
徼	05FBC	04490
獥	07365	04491
嬓	05B13	04492
藠	085E0	04493
趭	08DAD	04494
轎	08F4E	04495
醮	091AE	04496
譥	08B65	04497
㬭	03B2D	04498
䂃	04083	04499
皭	076AD	04500
釂	091C2	04501
皆	07686	04502
㡇	03847	04503
袓	08893	04504
掲	063B2	04505
接	063A5	04506
菨	083E8	04507
𣆟	2319F	04508
秸	079F8	04509
痎	075CE	04510
階	0968E	04511
堦	05826	04512
揭	063ED	04513
椄	06904	04514
喈	05588	04515
嗟	055DF	04516
街	08857	04517
湝	06E5D	04518
鞂	09782	04519
稭	07A2D	04520
㾬	03FAC	04521
𦁉	26049	04522
擑	064D1	04523
蝔	08754	04524
𨲠	28CA0	04525
𧪰	27AB0	04526
鴶	09D36	04527
癤	07664	04528
鶛	09D9B	04529
䕸	04578	04530
卩	05369	04531
孑	05B51	04532
卪	0536A	04533
刦	05226	04534
刧	05227	04535
劫	052AB	04536
㞏	0378F	04537
岊	05C8A	04538
劼	052BC	04539
刼	0523C	04540
杰	06770	04541
疌	0758C	04542
衱	08871	04543
拮	062EE	04544
𠃲	200F2	04545
洯	06D2F	04546
𡔣	21523	04547
莭	083AD	04548
桔	06854	04549
倢	05022	04550
桀	06840	04551
訐	08A10	04552
捷	06377	04553
𧉧	27267	04554
崨	05D28	04555
偈	05048	04556
𨥂	28942	04557
𢈻	2223B	04558
𣶏	23D8F	04559
袺	088BA	04560
婕	05A55	04561
䀹	04039	04562
蛣	086E3	04563
傑	05091	04564
結	07D50	04565
趌	08D8C	04566
搩	06429	04567
楬	0696C	04568
㮞	03B9E	04569
睫	0776B	04570
蜐	08710	04571
嵥	05D65	04572
節	07BC0	04573
魝	09B5D	04574
詰	08A70	04575
楶	06976	04576
滐	06ED0	04577
𦀖	26016	04578
截	0622A	04579
㮮	03BAE	04580
榤	069A4	04581
碣	078A3	04582
㓗	034D7	04583
竭	07AED	04584
𢴲	22D32	04585
𢧵	229F5	04586
踕	08E15	04587
㠎	0380E	04588
羯	07FAF	04589
潔	06F54	04590
𧼨	27F28	04591
𣚃	23683	04592
𡽱	21F71	04593
嶻	05DBB	04594
鮚	09B9A	04595
巀	05DC0	04596
䌖	04316	04597
𪃈	2A0C8	04598
蠘	08818	04599
䲙	04C99	04600
𩯰	29BF0	04601
蠽	0883D	04602
姐	059D0	04603
解	089E3	04604
檞	06A9E	04605
丯	04E2F	04606
介	04ECB	04607
价	04EF7	04608
戒	06212	04609
芥	082A5	04610
𡗦	215E6	04611
𡵚	21D5A	04612
岕	05C95	04613
㝏	0374F	04614
玠	073A0	04615
𤘦	24626	04616
屆	05C46	04617
届	05C4A	04618
𢦶	229B6	04619
砎	0780E	04620
畍	0754D	04621
界	0754C	04622
疥	075A5	04623
衸	08878	04624
蚧	086A7	04625
借	0501F	04626
悈	06088	04627
唶	05536	04628
堺	0583A	04629
琾	0743E	04630
蛶	086F6	04631
觧	089E7	04632
䯰	04BF0	04633
𩡺	2987A	04634
犗	07297	04635
誡	08AA1	04636
艐	08250	04637
䲸	04CB8	04638
魪	09B6A	04639
褯	0892F	04640
藉	085C9	04641
𧞔	27794	04642
繲	07E72	04643
𨈁	28201	04644
巾	05DFE	04645
斤	065A4	04646
今	04ECA	04647
金	091D1	04648
觔	089D4	04649
津	06D25	04650
衿	0887F	04651
𦘔	26614	04652
珒	073D2	04653
矝	077DD	04654
紟	07D1F	04655
筋	07B4B	04656
釿	091FF	04657
䘳	04633	04658
㻱	03EF1	04659
黅	09EC5	04660
鹶	09E76	04661
䈥	04225	04662
㦗	03997	04663
䃡	040E1	04664
䈽	0423D	04665
襟	0895F	04666
卺	0537A	04667
巹	05DF9	04668
菫	083EB	04669
厪	053AA	04670
僅	050C5	04671
蓳	084F3	04672
緊	07DCA	04673
廑	05ED1	04674
漌	06F0C	04675
瑾	0747E	04676
斳	065B3	04677
𧯷	27BF7	04678
槿	069FF	04679
𦂳	260B3	04680
𠪲	20AB2	04681
𥯑	25BD1	04682
儘	05118	04683
錦	09326	04684
㢙	03899	04685
㯸	03BF8	04686
謹	08B39	04687
饉	09949	04688
伒	04F12	04689
仱	04EF1	04690
近	08FD1	04691
妗	05997	04692
枃	06783	04693
晋	0664B	04694
晉	06649	04695
𦧈	269C8	04696
浸	06D78	04697
㶳	03DB3	04698
唫	0552B	04699
進	09032	04700
祲	07972	04701
𥁞	2505E	04702
鄑	09111	04703
𣈆	23206	04704
臸	081F8	04705
𣷽	23DFD	04706
搢	06422	04707
靳	09773	04708
禁	07981	04709
溍	06E8D	04710
𣹰	23E70	04711
寖	05BD6	04712
瑨	07468	04713
墐	05890	04714
㨷	03A37	04715
榗	06997	04716
㬐	03B10	04717
𡩻	21A7B	04718
盡	076E1	04719
璡	074A1	04720
殣	06BA3	04721
僸	050F8	04722
䆮	041AE	04723
㬜	03B1C	04724
噤	05664	04725
濅	06FC5	04726
𥧲	259F2	04727
𡫏	21ACF	04728
賮	08CEE	04729
縉	07E09	04730
藎	085CE	04731
㯲	03BF2	04732
嚍	0568D	04733
濜	06FDC	04734
嬧	05B27	04735
覲	089B2	04736
燼	071FC	04737
䌝	0431D	04738
贐	08D10	04739
䫴	04AF4	04740
齽	09F7D	04741
巠	05DE0	04742
㸒	03E12	04743
京	04EAC	04744
荆	08346	04745
秔	079D4	04746
亰	04EB0	04747
莖	08396	04748
粇	07C87	04749
涇	06D87	04750
菁	083C1	04751
旌	065CC	04752
旍	065CD	04753
経	07D4C	04754
葏	0844F	04755
晶	06676	04756
稉	07A09	04757
睛	0775B	04758
粳	07CB3	04759
經	07D93	04760
兢	05162	04761
箐	07B90	04762
精	07CBE	04763
𨿋	28FCB	04764
䪫	04AAB	04765
鵛	09D5B	04766
鶄	09D84	04767
𪂴	2A0B4	04768
鯨	09BE8	04769
鶁	09D81	04770
麖	09E96	04771
鼱	09F31	04772
驚	09A5A	04773
䲔	04C94	04774
麠	09EA0	04775
井	04E95	04776
阱	09631	04777
汫	06C6B	04778
剄	05244	04779
穽	07A7D	04780
烴	070F4	04781
景	0666F	04782
儆	05106	04783
璄	07484	04784
幜	05E5C	04785
憬	061AC	04786
璥	074A5	04787
璟	0749F	04788
憼	061BC	04789
頸	09838	04790
暻	066BB	04791
燝	071DD	04792
蟼	087FC	04793
警	08B66	04794
䜘	04718	04795
勁	052C1	04796
俓	04FD3	04797
𠗌	205CC	04798
逕	09015	04799
倞	0501E	04800
徑	05F91	04801
凈	051C8	04802
竞	07ADE	04803
𩇕	291D5	04804
桱	06871	04805
脛	0811B	04806
竟	07ADF	04807
竫	07AEB	04808
淨	06DE8	04809
婧	05A67	04810
敬	0656C	04811
痙	075D9	04812
竧	07AE7	04813
傹	050B9	04814
靖	09756	04815
境	05883	04816
踁	08E01	04817
獍	0734D	04818
誩	08AA9	04819
靚	0975A	04820
𩓞	294DE	04821
靜	0975C	04822
曔	066D4	04823
𥪰	25AB0	04824
瀞	0701E	04825
鏡	093E1	04826
競	07AF6	04827
竸	07AF8	04828
冂	05182	04829
冋	0518B	04830
坰	05770	04831
垧	057A7	04832
扃	06243	04833
埛	057DB	04834
㤯	0392F	04835
扄	06244	04836
駉	099C9	04837
駫	099EB	04838
䮐	04B90	04839
𪕍	2A54D	04840
冏	0518F	04841
囧	056E7	04842
炅	07085	04843
迥	08FE5	04844
泂	06CC2	04845
逈	09008	04846
炯	070AF	04847
浻	06D7B	04848
烱	070F1	04849
絅	07D45	04850
煚	0715A	04851
窘	07A98	04852
綗	07D97	04853
𤌇	24307	04854
煛	0715B	04855
僒	050D2	04856
熲	071B2	04857
褧	08927	04858
顈	09848	04859
丩	04E29	04860
勼	052FC	04861
朻	0673B	04862
㸨	03E28	04863
牞	0725E	04864
究	07A76	04865
糺	07CFA	04866
糾	07CFE	04867
赳	08D73	04868
𣪋	23A8B	04869
揪	063EA	04870
啾	0557E	04871
揫	063EB	04872
鳩	09CE9	04873
摎	0644E	04874
樛	06A1B	04875
𨷺	28DFA	04876
鬮	09B2E	04877
𩏶	293F6	04878
𩏷	293F7	04879
九	04E5D	04880
久	04E45	04881
乣	04E63	04882
玖	07396	04883
灸	07078	04884
韭	097ED	04885
酒	09152	04886
韮	097EE	04887
𡆥	211A5	04888
臼	081FC	04889
㝌	0374C	04890
咎	0548E	04891
疚	0759A	04892
柩	067E9	04893
桕	06855	04894
倃	05003	04895
救	06551	04896
厩	053A9	04897
𣪘	23A98	04898
䊆	04286	04899
就	05C31	04900
廐	05ED0	04901
舅	08205	04902
僦	050E6	04903
廏	05ECF	04904
舊	0820A	04905
䳎	04CCE	04906
匶	05336	04907
鯦	09BE6	04908
麔	09E94	04909
齨	09F68	04910
𣡛	2385B	04911
𪆩	2A1A9	04912
鷲	09DF2	04913
凥	051E5	04914
拘	062D8	04915
㘲	03632	04916
苴	082F4	04917
狙	072D9	04918
匊	0530A	04919
沮	06CAE	04920
泃	06CC3	04921
居	05C45	04922
㞐	03790	04923
𥘮	2562E	04924
捄	06344	04925
挶	06336	04926
砠	07820	04927
眗	07717	04928
罝	07F5D	04929
疽	075BD	04930
痀	075C0	04931
掬	063AC	04932
据	0636E	04933
梮	068AE	04934
崌	05D0C	04935
涺	06DBA	04936
娵	05A35	04937
琚	0741A	04938
趄	08D84	04939
椐	06910	04940
跔	08DD4	04941
毱	06BF1	04942
腒	08152	04943
𥇛	251DB	04944
雎	096CE	04945
裾	088FE	04946
蜛	0871B	04947
艍	0824D	04948
𣻐	23ED0	04949
駒	099D2	04950
䝻	0477B	04951
踘	08E18	04952
鋦	092E6	04953
鴡	09D21	04954
𥰬	25C2C	04955
鮈	09B88	04956
𠤄	20904	04957
𨟉	287C9	04958
鞠	097A0	04959
㪺	03ABA	04960
鞫	097AB	04961
𣂏	2308F	04962
鶋	09D8B	04963
𣂐	23090	04964
𩌽	2933D	04965
𥷚	25DDA	04966
𥷤	25DE4	04967
𤓯	244EF	04968
𦥑	26951	04969
局	05C40	04970
𨸰	28E30	04971
𡶋	21D8B	04972
泦	06CE6	04973
𡱈	21C48	04974
𣐊	2340A	04975
狊	072CA	04976
侷	04FB7	04977
𢩁	22A41	04978
菊	083CA	04979
郹	090F9	04980
椈	06908	04981
㮂	03B82	04982
湨	06E68	04983
輂	08F02	04984
蓻	084FB	04985
跼	08DFC	04986
䗇	045C7	04987
僪	050EA	04988
趜	08D9C	04989
𦺖	26E96	04990
橘	06A58	04991
駶	099F6	04992
檋	06A8B	04993
𩀎	2900E	04994
𥢧	258A7	04995
鵙	09D59	04996
𧽻	27F7B	04997
䕮	0456E	04998
䱡	04C61	04999
鵴	09D74	05000
蘜	0861C	05001
鶪	09DAA	05002
𧄛	2711B	05003
鼳	09F33	05004
𪈓	2A213	05005
㪯	03AAF	05006
弆	05F06	05007
柜	067DC	05008
咀	05480	05009
岨	05CA8	05010
莒	08392	05011
矩	077E9	05012
𢯺	22BFA	05013
椇	06907	05014
䅓	04153	05015
筥	07B65	05016
蒟	0849F	05017
榘	06998	05018
踽	08E3D	05019
舉	08209	05020
𥱿	25C7F	05021
𦦙	26999	05022
擧	064E7	05023
𥴧	25D27	05024
櫸	06AF8	05025
齟	09F5F	05026
𦇙	261D9	05027
巨	05DE8	05028
句	053E5	05029
拒	062D2	05030
苣	082E3	05031
岠	05CA0	05032
邭	090AD	05033
𤝙	24759	05034
洰	06D30	05035
姖	059D6	05036
歫	06B6B	05037
具	05177	05038
昛	0661B	05039
炬	070AC	05040
怚	0601A	05041
秬	079EC	05042
䀠	04020	05043
蚷	086B7	05044
俱	04FF1	05045
倨	05028	05046
粔	07C94	05047
冣	051A3	05048
埧	057E7	05049
埾	057FE	05050
距	08DDD	05051
𧣒	278D2	05052
詎	08A4E	05053
惧	060E7	05054
焣	07123	05055
跙	08DD9	05056
犋	0728B	05057
鉅	09245	05058
𡥶	21976	05059
豦	08C66	05060
虡	08661	05061
駏	099CF	05062
㩀	03A40	05063
㨿	03A3F	05064
聚	0805A	05065
愳	06133	05066
寠	05BE0	05067
㜘	03718	05068
劇	05287	05069
勮	052EE	05070
𥉁	25241	05071
踞	08E1E	05072
據	064DA	05073
遽	0907D	05074
鋸	092F8	05075
𩗗	295D7	05076
澽	06FBD	05077
懅	061C5	05078
窶	07AB6	05079
𧇽	271FD	05080
𥲤	25CA4	05081
颶	098B6	05082
屨	05C68	05083
𣝛	2375B	05084
貗	08C97	05085
𩰤	29C24	05086
簴	07C34	05087
䱟	04C5F	05088
𨙊	2864A	05089
醵	091B5	05090
躆	08E86	05091
鐻	0943B	05092
懼	061FC	05093
㳙	03CD9	05094
捐	06350	05095
涓	06D93	05096
娟	05A1F	05097
梋	0688B	05098
朘	06718	05099
睃	07743	05100
䅌	0414C	05101
䣺	048FA	05102
𪌭	2A32D	05103
鵑	09D51	05104
鐫	0942B	05105
蠲	08832	05106
𧆇	27187	05107
呟	0545F	05108
埍	057CD	05109
捲	06372	05110
菤	083E4	05111
詃	08A43	05112
錈	09308	05113
臇	081C7	05114
㢧	038A7	05115
𢎥	223A5	05116
劵	052B5	05117
帣	05E23	05118
𠉮	2026E	05119
倦	05026	05120
狷	072F7	05121
桊	0684A	05122
勌	052CC	05123
鄄	09104	05124
圈	05708	05125
眷	07737	05126
淃	06DC3	05127
睊	0774A	05128
罥	07F65	05129
雋	096CB	05130
䖭	045AD	05131
絭	07D6D	05132
睠	07760	05133
𥆞	2519E	05134
飬	098EC	05135
絹	07D79	05136
蔨	08528	05137
嶲	05DB2	05138
餋	0990B	05139
獧	07367	05140
縳	07E33	05141
羂	07F82	05142
巂	05DC2	05143
𦌾	2633E	05144
撅	06485	05145
屩	05C69	05146
亅	04E85	05147
𠄌	2010C	05148
孓	05B53	05149
𨈐	28210	05150
氒	06C12	05151
抉	06289	05152
芵	082B5	05153
𠔌	2050C	05154
𧮫	27BAB	05155
決	06C7A	05156
弡	05F21	05157
玨	073A8	05158
玦	073A6	05159
㭈	03B48	05160
泬	06CEC	05161
珏	073CF	05162
𤤴	24934	05163
捔	06354	05164
蚗	08697	05165
倔	05014	05166
欮	06B2E	05167
𠜾	2073E	05168
赽	08D7D	05169
掘	06398	05170
桷	06877	05171
䡈	04848	05172
趹	08DB9	05173
崛	05D1B	05174
𠊬	202AC	05175
觖	089D6	05176
𤟎	247CE	05177
訣	08A23	05178
斍	0658D	05179
趉	08D89	05180
厥	053A5	05181
傕	05095	05182
鈌	0920C	05183
絶	07D76	05184
較	08F03	05185
䘿	0463F	05186
𡲬	21CAC	05187
駃	099C3	05188
瑴	07474	05189
劂	05282	05190
𠎮	203AE	05191
𦁐	26050	05192
镼	0957C	05193
䞵	047B5	05194
撧	064A7	05195
蕨	08568	05196
蕝	0855D	05197
䠇	04807	05198
䟾	047FE	05199
𧍕	27355	05200
爴	07234	05201
嶡	05DA1	05202
鴃	09D03	05203
獗	07357	05204
瘚	0761A	05205
㵐	03D50	05206
潏	06F4F	05207
憰	061B0	05208
鴂	09D02	05209
𢇍	221CD	05210
橛	06A5B	05211
橜	06A5C	05212
噱	05671	05213
燋	071CB	05214
爵	07235	05215
臄	081C4	05216
𧝃	27743	05217
𩭪	29B6A	05218
𣝣	23763	05219
蟨	087E8	05220
蟩	087E9	05221
蹷	08E77	05222
蹶	08E76	05223
𧤾	2793E	05224
譎	08B4E	05225
鶌	09D8C	05226
匷	05337	05227
矍	077CD	05228
嚼	056BC	05229
覺	089BA	05230
鐝	0941D	05231
鐍	0940D	05232
㩴	03A74	05233
觼	089FC	05234
爝	0721D	05235
𠑩	20469	05236
攫	0652B	05237
鷢	09DE2	05238
𢖦	225A6	05239
玃	07383	05240
戄	06204	05241
彏	05F4F	05242
欔	06B14	05243
龣	09FA3	05244
蠼	0883C	05245
𨏹	283F9	05246
躩	08EA9	05247
貜	08C9C	05248
钁	09481	05249
均	05747	05250
汮	06C6E	05251
君	0541B	05252
𥘩	25629	05253
軍	08ECD	05254
袀	08880	05255
莙	08399	05256
蚐	08690	05257
桾	0687E	05258
鈞	0921E	05259
碅	07885	05260
銁	09281	05261
銞	0929E	05262
皸	076B8	05263
麇	09E87	05264
鮶	09BB6	05265
麏	09E8F	05266
麕	09E95	05267
呁	05441	05268
俊	04FCA	05269
郡	090E1	05270
陖	09656	05271
捃	06343	05272
埈	057C8	05273
峻	05CFB	05274
浚	06D5A	05275
珺	073FA	05276
菌	083CC	05277
晙	06659	05278
焌	0710C	05279
㻒	03ED2	05280
葰	08470	05281
䜭	0472D	05282
畯	0756F	05283
𡺲	21EB2	05284
䐃	04403	05285
竣	07AE3	05286
𡍵	21375	05287
𠹚	20E5A	05288
蜠	08720	05289
箟	07B9F	05290
箘	07B98	05291
儁	05101	05292
𡼕	21F15	05293
餕	09915	05294
寯	05BEF	05295
㕙	03559	05296
燇	071C7	05297
駿	099FF	05298
𦿉	26FC9	05299
濬	06FEC	05300
鵔	09D54	05301
鵕	09D55	05302
攈	06508	05303
𢹲	22E72	05304
攟	0651F	05305
衉	08849	05306
䘔	04614	05307
喀	05580	05308
开	05F00	05309
揩	063E9	05310
開	0958B	05311
𢔡	22521	05312
嘅	05605	05313
剴	05274	05314
凱	051F1	05315
慨	06168	05316
塏	0584F	05317
楷	06977	05318
輆	08F06	05319
嵦	05D66	05320
愷	06137	05321
暟	0669F	05322
𥏪	253EA	05323
𨿘	28FD8	05324
鍇	09347	05325
闓	095D3	05326
鎧	093A7	05327
颽	098BD	05328
炌	0708C	05329
欬	06B2C	05330
愾	0613E	05331
鎎	0938E	05332
刊	0520A	05333
𤬪	24B2A	05334
𢦟	2299F	05335
栞	0681E	05336
勘	052D8	05337
𣓁	234C1	05338
堪	0582A	05339
嵁	05D41	05340
戡	06221	05341
𪚕	2A695	05342
龕	09F95	05343
凵	051F5	05344
坎	0574E	05345
侃	04F83	05346
砍	0780D	05347
埳	057F3	05348
𡸞	21E1E	05349
偘	05058	05350
惂	060C2	05351
堿	0583F	05352
欿	06B3F	05353
歁	06B41	05354
𠪚	20A9A	05355
輡	08F21	05356
㙳	03673	05357
轁	08F41	05358
顑	09851	05359
轗	08F57	05360
竷	07AF7	05361
看	0770B	05362
衎	0884E	05363
墈	05888	05364
䘓	04613	05365
𣊟	2329F	05366
輱	08F31	05367
磡	078E1	05368
瞰	077B0	05369
闞	095DE	05370
矙	077D9	05371
𡵻	21D7B	05372
忼	05FFC	05373
砊	0780A	05374
康	05EB7	05375
嵻	05D7B	05376
漮	06F2E	05377
慷	06177	05378
㝩	03769	05379
槺	069FA	05380
㱂	03C42	05381
𥕎	2554E	05382
穅	07A45	05383
䆲	041B2	05384
䗧	045E7	05385
糠	07CE0	05386
𨎍	2838D	05387
鱇	09C47	05388
骯	09AAF	05389
亢	04EA2	05390
匟	0531F	05391
伉	04F09	05392
邟	0909F	05393
抗	06297	05394
犺	072BA	05395
炕	07095	05396
閌	0958C	05397
尻	05C3B	05398
𦙷	26677	05399
嵪	05D6A	05400
丂	04E02	05401
考	08003	05402
攷	06537	05403
拷	062F7	05404
栲	06832	05405
烤	070E4	05406
𥬯	25B2F	05407
犒	07292	05408
銬	092AC	05409
靠	09760	05410
鯌	09BCC	05411
苛	082DB	05412
匼	0533C	05413
珂	073C2	05414
柯	067EF	05415
牱	07271	05416
㸰	03E30	05417
科	079D1	05418
𢈈	22208	05419
趷	08DB7	05420
疴	075B4	05421
萪	0842A	05422
軻	08EFB	05423
痾	075FE	05424
䂺	040BA	05425
𡻊	21ECA	05426
犐	07290	05427
𠏀	203C0	05428
窠	07AA0	05429
薖	08596	05430
榼	069BC	05431
䯊	04BCA	05432
磕	078D5	05433
瞌	0778C	05434
蝌	0874C	05435
䈖	04216	05436
頦	09826	05437
窼	07ABC	05438
醘	09198	05439
顆	09846	05440
髁	09AC1	05441
礚	0791A	05442
壳	058F3	05443
咳	054B3	05444
殻	06BBB	05445
揢	063E2	05446
可	053EF	05447
坷	05777	05448
㞹	037B9	05449
岢	05CA2	05450
炣	070A3	05451
敤	06564	05452
嵑	05D51	05453
渴	06E34	05454
嶱	05DB1	05455
㵣	03D63	05456
克	0514B	05457
㕉	03549	05458
刻	0523B	05459
剋	0524B	05460
勊	052CA	05461
峇	05CC7	05462
恪	0606A	05463
客	05BA2	05464
尅	05C05	05465
𠳭	20CED	05466
堁	05801	05467
䆟	0419F	05468
愘	06118	05469
嗑	055D1	05470
𠞫	207AB	05471
溘	06E98	05472
愙	06119	05473
䐦	04426	05474
課	08AB2	05475
𧛾	276FE	05476
緙	07DD9	05477
騍	09A0D	05478
肎	0808E	05479
肯	080AF	05480
𠳁	20CC1	05481
啃	05543	05482
豤	08C64	05483
墾	058BE	05484
𢢽	228BD	05485
懇	061C7	05486
𡓚	214DA	05487
珢	073E2	05488
掯	063AF	05489
褃	08903	05490
阬	0962C	05491
坑	05751	05492
坈	05748	05493
殸	06BB8	05494
牼	0727C	05495
硜	0785C	05496
硻	0787B	05497
誙	08A99	05498
銵	092B5	05499
䡠	04860	05500
䃘	040D8	05501
䡩	04869	05502
䡰	04870	05503
鏗	093D7	05504
空	07A7A	05505
倥	05025	05506
埪	057EA	05507
𦱇	26C47	05508
崆	05D06	05509
涳	06DB3	05510
悾	060BE	05511
硿	0787F	05512
箜	07B9C	05513
孔	05B54	05514
恐	06050	05515
控	063A7	05516
羫	07FAB	05517
鞚	0979A	05518
芤	082A4	05519
剾	0527E	05520
摳	06473	05521
彄	05F44	05522
瞘	07798	05523
口	053E3	05524
叩	053E9	05525
扣	06263	05526
佝	04F5D	05527
怐	06010	05528
敂	06542	05529
𧥣	27963	05530
釦	091E6	05531
寇	05BC7	05532
筘	07B58	05533
蔻	0853B	05534
滱	06EF1	05535
簆	07C06	05536
鷇	09DC7	05537
𡉄	21244	05538
矻	077FB	05539
刳	05233	05540
挎	0630E	05541
枯	067AF	05542
桍	0684D	05543
哭	054ED	05544
堀	05800	05545
崫	05D2B	05546
䯇	04BC7	05547
𩑔	29454	05548
㲄	03C84	05549
窟	07A9F	05550
骷	09AB7	05551
𩨳	29A33	05552
𠏅	203C5	05553
𡼿	21F3F	05554
㵠	03D60	05555
鮬	09BAC	05556
𥖚	2559A	05557
䵈	04D48	05558
𪍠	2A360	05559
𪅏	2A14F	05560
𪇄	2A1C4	05561
苦	082E6	05562
狜	072DC	05563
𩇵	291F5	05564
俈	04FC8	05565
庫	05EAB	05566
焅	07105	05567
袴	088B4	05568
絝	07D5D	05569
酷	09177	05570
𨐡	28421	05571
褲	08932	05572
嚳	056B3	05573
夸	05938	05574
𠇗	201D7	05575
姱	059F1	05576
絓	07D53	05577
䠸	04838	05578
誇	08A87	05579
垮	057AE	05580
銙	09299	05581
𩊓	29293	05582
顝	0985D	05583
㐄	03404	05584
胯	080EF	05585
跨	08DE8	05586
骻	09ABB	05587
𦳋	26CCB	05588
蒯	084AF	05589
巜	05DDC	05590
凷	051F7	05591
㹟	03E5F	05592
快	05FEB	05593
塊	0584A	05594
筷	07B77	05595
墤	058A4	05596
䈛	0421B	05597
儈	05108	05598
鄶	09136	05599
噲	05672	05600
獪	0736A	05601
廥	05EE5	05602
澮	06FAE	05603
膾	081BE	05604
𥢶	258B6	05605
旝	065DD	05606
糩	07CE9	05607
𩦱	299B1	05608
鱠	09C60	05609
寬	05BEC	05610
臗	081D7	05611
髖	09AD6	05612
欵	06B35	05613
款	06B3E	05614
棵	068F5	05615
窾	07ABE	05616
䥗	04957	05617
匡	05321	05618
劻	052BB	05619
洭	06D2D	05620
恇	06047	05621
筐	07B50	05622
誆	08A86	05623
𩢼	298BC	05624
狂	072C2	05625
軖	08ED6	05626
誑	08A91	05627
鵟	09D5F	05628
夼	0593C	05629
懭	061ED	05630
卝	0535D	05631
况	051B5	05632
框	06846	05633
眶	07736	05634
軦	08EE6	05635
貺	08CBA	05636
絖	07D56	05637
磺	078FA	05638
鄺	0913A	05639
壙	058D9	05640
黋	09ECB	05641
曠	066E0	05642
懬	061EC	05643
礦	07926	05644
穬	07A6C	05645
纊	07E8A	05646
䵃	04D43	05647
刲	05232	05648
悝	0609D	05649
盔	076D4	05650
䯓	04BD3	05651
窺	07ABA	05652
虧	08667	05653
闚	095DA	05654
𪖢	2A5A2	05655
蘬	0862C	05656
巋	05DCB	05657
奎	0594E	05658
逵	09035	05659
馗	09997	05660
鄈	09108	05661
揆	063C6	05662
葵	08475	05663
暌	0668C	05664
魁	09B41	05665
𦝢	26762	05666
戣	06223	05667
睽	0777D	05668
蝰	08770	05669
頯	0982F	05670
㙺	0367A	05671
藈	085C8	05672
櫆	06AC6	05673
鍨	09368	05674
騤	09A24	05675
䳫	04CEB	05676
夔	05914	05677
犪	072AA	05678
躨	08EA8	05679
𡸖	21E16	05680
頍	0980D	05681
跬	08DEC	05682
煃	07143	05683
喟	0559F	05684
愧	06127	05685
匱	05331	05686
䙆	04646	05687
蕢	08562	05688
嘳	05633	05689
潰	06F70	05690
憒	06192	05691
樻	06A3B	05692
餽	0993D	05693
聵	08075	05694
簣	07C23	05695
𨣈	288C8	05696
饋	0994B	05697
䰎	04C0E	05698
坤	05764	05699
昆	06606	05700
菎	083CE	05701
晜	0665C	05702
崑	05D11	05703
猑	07311	05704
堃	05803	05705
琨	07428	05706
焜	0711C	05707
髡	09AE1	05708
褌	0890C	05709
瑻	0747B	05710
錕	09315	05711
騉	09A09	05712
鵾	09D7E	05713
鯤	09BE4	05714
鶤	09DA4	05715
捆	06346	05716
悃	06083	05717
梱	068B1	05718
硱	07871	05719
壼	058FC	05720
稛	07A1B	05721
綑	07D91	05722
閫	095AB	05723
困	056F0	05724
睏	0774F	05725
括	062EC	05726
适	09002	05727
栝	0681D	05728
葀	08440	05729
萿	0843F	05730
蛞	086DE	05731
筈	07B48	05732
廓	05ED3	05733
漷	06F37	05734
髺	09AFA	05735
擴	064F4	05736
闊	095CA	05737
霩	09729	05738
懖	061D6	05739
鞹	097B9	05740
鬠	09B20	05741
垃	05783	05742
拉	062C9	05743
菈	083C8	05744
啦	05566	05745
翋	07FCB	05746
搚	0641A	05747
邋	0908B	05748
旯	065EF	05749
喇	05587	05750
藞	085DE	05751
䖃	04583	05752
剌	0524C	05753
瘌	0760C	05754
辣	08FA3	05755
蝲	08772	05756
臈	081C8	05757
䗶	045F6	05758
攋	0650B	05759
臘	081D8	05760
䃳	040F3	05761
蠟	0881F	05762
鑞	0945E	05763
𩧆	299C6	05764
來	04F86	05765
郲	090F2	05766
倈	05008	05767
萊	0840A	05768
崍	05D0D	05769
徠	05FA0	05770
庲	05EB2	05771
淶	06DF6	05772
琜	0741C	05773
棶	068F6	05774
䅘	04158	05775
𧳟	27CDF	05776
騋	09A0B	05777
鶆	09D86	05778
麳	09EB3	05779
鯠	09BE0	05780
勑	052D1	05781
